query_id,query_type,precision,recall,f1,mrr,hit_rate,ndcg,retrieval_time_ms
95,factual,0.0,0.0,0.0,0.0,0.0,0.0,89.62535858154297
96,numerical,0.0,0.0,0.0,0.0,0.0,0.0,91.96329116821289
97,factual,0.0,0.0,0.0,0.0,0.0,0.0,99.9608039855957
98,listing,0.0,0.0,0.0,0.0,0.0,0.0,95.70908546447754
99,factual,0.0,0.0,0.0,0.0,0.0,0.0,93.49322319030762
100,listing,0.0,0.0,0.0,0.0,0.0,0.0,80.0623893737793
101,factual,0.0,0.0,0.0,0.0,0.0,0.0,79.68640327453613
102,factual,0.0,0.0,0.0,0.0,0.0,0.0,97.46909141540527
103,factual,0.0,0.0,0.0,0.0,0.0,0.0,88.45162391662598
104,procedural,0.0,0.0,0.0,0.0,0.0,0.0,77.2542953491211
105,listing,0.0,0.0,0.0,0.0,0.0,0.0,79.6654224395752
106,factual,0.0,0.0,0.0,0.0,0.0,0.0,92.70358085632324
107,factual,0.0,0.0,0.0,0.0,0.0,0.0,78.5973072052002
108,factual,0.0,0.0,0.0,0.0,0.0,0.0,79.70452308654785
109,factual,0.0,0.0,0.0,0.0,0.0,0.0,76.78341865539551
110,listing,0.0,0.0,0.0,0.0,0.0,0.0,67.38567352294922
111,factual,0.0,0.0,0.0,0.0,0.0,0.0,79.82206344604492
112,listing,0.0,0.0,0.0,0.0,0.0,0.0,75.2253532409668
113,factual,0.0,0.0,0.0,0.0,0.0,0.0,114.09211158752441
114,factual,0.0,0.0,0.0,0.0,0.0,0.0,81.22754096984863
115,listing,0.0,0.0,0.0,0.0,0.0,0.0,73.25339317321777
116,factual,0.0,0.0,0.0,0.0,0.0,0.0,75.94490051269531
117,factual,0.0,0.0,0.0,0.0,0.0,0.0,87.04686164855957
118,factual,0.0,0.0,0.0,0.0,0.0,0.0,100.57520866394043
119,listing,0.0,0.0,0.0,0.0,0.0,0.0,74.88584518432617
120,factual,0.0,0.0,0.0,0.0,0.0,0.0,76.99346542358398
121,factual,0.0,0.0,0.0,0.0,0.0,0.0,75.29783248901367
122,factual,0.0,0.0,0.0,0.0,0.0,0.0,104.08949851989746
123,abbreviation,0.0,0.0,0.0,0.0,0.0,0.0,69.62943077087402
124,abbreviation,0.0,0.0,0.0,0.0,0.0,0.0,58.62236022949219
125,abbreviation,0.0,0.0,0.0,0.0,0.0,0.0,59.97347831726074
126,abbreviation,0.0,0.0,0.0,0.0,0.0,0.0,60.98008155822754
127,abbreviation,0.0,0.0,0.0,0.0,0.0,0.0,70.62244415283203
128,abbreviation,0.0,0.0,0.0,0.0,0.0,0.0,63.59601020812988
129,abbreviation,0.0,0.0,0.0,0.0,0.0,0.0,71.34199142456055
130,abbreviation,0.0,0.0,0.0,0.0,0.0,0.0,60.2412223815918
131,abbreviation,0.0,0.0,0.0,0.0,0.0,0.0,70.55449485778809
132,abbreviation,0.0,0.0,0.0,0.0,0.0,0.0,57.68632888793945
